context,label
"Anderson, Dixon and Beard Group",1
Jennifer Grove Apt.  New Lauren PA,2
Statutory Retirement b employee plan,2
code  State state ID,2
Brian Webb,0
Roberts-Wu and Sons,1
Joseph Mountain New Nicole KY,2
forbox   G ,2
Cox Inc and Sons,1
Lang-Cooke Ltd,1
Form Statement Copy Be Filed,2
Thompson Inc and Sons,1
Vaughan Island North Ian TX,2
security tax withheld Medicare wages,2
Edward Diaz,0
Tina Phillips,0
Dr. Dustin,0
Jeffery Hamilton,0
Matthew Patterson,0
Taylor Vista Suite  Amytown OK,2
Jefferson-Pugh LLC,1
Chad Flores,0
income tax  Local ,2
Irwin Neck Julieville IL,2
Locality name Wage Tax ,2
security tips Allocated tips Control,2
"Walton, Miller and Coleman and Sons",1
Bailey Keys Apt.  Tinahaven NM,2
REISSUED social security number Visit,2
Burns PLC Group,1
Juan Price,0
Amy Landing Suite  Lake Jon CA,2
Bond Group Ltd,1
Tyler Howard,0
Richardson-Brown PLC,1
Charles Crane,0
Mercado Forge Suite  Lake Brittneyside SC,2
Ashley Cove Apt.  East Kevin HI,2
file b Employer identification number,2
Alvarez Inc and Sons,1
Rebecca Ellis,0
Dependent care benefit  ,2
Form Statement Copy Be Filed,2
Joseph Harbors West Peterfort NH,2
Michael Hampton,0
code  State state number,2
John Moss,0
tips  State income tax,2
Allocated tips Control number Advance,2
 Locality name Wage Tax,2
Gregory Hart,0
security tips  Allocated tips,2
"Romero, Walker and Collins LLC",1
tips Allocated tips Control number,2
Social security tips  Allocated,2
Lisa Ports Apt.  New James NY,2
e first name initial Last,2
Thomas Well Port Karenberg DE,2
Internal Revenue Cut Keep lower,2
Mercado LLC PLC,1
Robinson PLC Ltd,1
Brent Ochoa,0
Michael Ramirez,0
Levy Ferry Suite  Lake Michael NV,2
Weber and Sons Group,1
Medicare tax withheld Social security,2
Madison Harbors Suite  East Anna WA,2
wages tips  State income,2
plan sickpay X G ,2
"Kerr, Macdonald and Anderson Ltd",1
Notice c d H ,2
Donna Rich,0
Linda Knox,0
Matthew Streets New Ryan RI,2
Katherine Avenue South Alejandraport ID,2
compensation Federal income tax withheld,2
Roberts Group Group,1
Bradshaw Parkways East Jasonstad SC,2
King-Carter Inc,1
Duke Squares Suite  Mcdonaldhaven AR,2
Irwin Stream Port Karen RI,2
Alexis Glens Suite  South Melissabury WI,2
Kathleen Guerrero,0
tips  Local income tax,2
Stewart-Jones Group,1
Bennett Centers Suite  East Debbieton ME,2
"Pratt, Myers and Ruiz Group",1
Luis Inlet Apt.  West Richardhaven OR,2
  e firstname initial,2
Miles-Howard and Sons,1
information furnished Internal Revenue If,2
file Copy C For Use,2
may imposed STATEMENT OMB No,2
Thomas-Howe LLC,1
penalty sanction may imposed income,2
Gwendolyn Forges Lake Justin DE,2
James Via Apt.  Maryshire ME,2
tips Medicare tax withheld Social,2
 Local wages tips etc,2
Brian Extensions Apt.  Michellestad OH,2
Shea Group Ltd,1
Christopher White,0
Wilson-Wilson LLC,1
Renee Morales,0
Daniel Wilson,0
Kim Bridge Suite  East Codymouth RI,2
