context,label
Ryan George,0
Kimberly Gray,0
Jon Ports South Lindamouth KY,2
Julie Spur Walkerstad MO,2
code  State,3
Cheryl Prairie Hartmouth MD,2
initial Last name,3
William Islands Apt.  Grahamborough DE,2
Wage Tax ,3
Christina Johnson,0
Chelsea Wells East Douglas LA,2
Darius Moore,0
Danielle Cooper,0
may imposed STATEMENT,3
tax withheld Medicare,3
REISSUED social security,3
Notice D ,3
Smith Shoal Suite  Lake Teresaport ID,2
Isaac Nixon,0
Valerie Brooks Fordshire MS,2
Hernandez Harbors South Virginiashire MA,2
Giles Green North Destinyville IA,2
Cruz-Mcdonald Inc,1
Ernest Edwards,0
Rachel Guerra,0
Nonqualified plans a,3
Dalton PLC LLC,1
security tips ,3
Wright Plains Lake Samanthaborough SD,2
Jamie Isle Apt.  West Samantha NH,2
Thompson Coves Apt.  Tinaburgh VT,2
Arroyo Trail Apt.  Port Jason ID,2
tips  Medicare,3
Aaron Jennings,0
 State state,3
"Reese, Lee and Gonzalez and Sons",1
"Ellison, Brown and Lopez LLC",1
Gates Roads East Gabrielfurt WV,2
Susan Castro,0
"Gardner, Middleton and West Inc",1
Evans Branch Butlershire TN,2
Andrew Sullivan,0
Stokes Rest Suite  Craigbury OH,2
Jason Price,0
number  State,3
tips  Medicare,3
employee plan sickpay,3
OMB income taxable,3
John Alley New Jenniferberg ME,2
Malone Parks Apt.  Debraberg CA,2
William Fox,0
"Walton, Miller and Coleman and Sons",1
  G,3
"Robinson, May and Rivera Group",1
Gregory Horn,0
Daniel Green South Erikside IL,2
"Logan, Sparks and Keller Inc",1
Susan Montgomery,0
Samantha Gray,0
State  State,3
Steven Mason,0
name initial Last,3
Karen Square Suite  Mitchellville MO,2
Johnson Knoll Suite  Lake Ericmouth WI,2
Daniel Cochran,0
Higgins-Robinson Group,1
"Knight, Mann and Mcgrath Ltd",1
"Johnson, Rodriguez and Chan LLC",1
STATEMENT OMB file,3
Williams Forks Ramseyport WI,2
Bond Group Ltd,1
Scott Streets Joshuashire WI,2
Mariah Hunt,0
Statutory Retirement b,3
Taylor Simmons,0
Ronald Bautista,0
Taylor Jimenez,0
Ellis PLC PLC,1
Mcdaniel PLC PLC,1
State wages tips,3
"Ferrell, Stout and Shaw and Sons",1
number Visit IRS,3
Harris-Boyd and Sons,1
"Lane, Gomez and Guerra Group",1
Copy C For,3
STATEMENT OMB income,3
Rodney Fuller,0
b Employer identification,3
Amanda White,0
Wright Crescent Apt.  Ramosland GA,2
Travis Barnes,0
Karen Simmons,0
Martinez PLC Ltd,1
Rivera Centers West Ashleytown WV,2
State state ID,3
Ashley Barnes,0
Deborah Warren,0
 f address,3
"Brewer, Martinez and Klein Inc",1
Jarvis PLC Ltd,1
Frazier-Matthews Ltd,1
OMB Use asev,3
Alexandra Tunnel Suite  New Kelly RI,2
ZIP code Social,3
"Poole, Willis and Cherry Ltd",1
Paul Contreras,0
Farmer Ltd LLC,1
Hart and Sons LLC,1
Form Statement se,3
Kim Johnson,0
Robert Williams,0
Debra Plain Johnberg CO,2
Kimberly Gutierrez,0
Lucas Harris,0
Chelsey Jones,0
Garrett Williams,0
Warren Key Apt.  South Joshua CO,2
Morales Wells New John VT,2
William Stein,0
Carrillo Center Jillland FL,2
Control number Advance,3
Statutor Retirement b,3
Joshua Plains Cynthiachester IA,2
Edward Kelly,0
Hicks and Sons Ltd,1
sanction may imposed,3
Morrison-Trevino LLC,1
Kristin Wilson,0
Steven Phillips,0
Campbell Park Bestfort NV,2
Jennifer Jones,0
Ali Brooks Apt.  East Edwardbury IN,2
Moore Trafficway West Kaitlin MD,2
Peter Chen,0
Hernandez Estates Danielborough DE,2
Wright Land Suite  Tiffanymouth RI,2
Robinson-Hanson LLC,1
"Dixon, Buckley and Smith Group",1
pay X ,3
Kim Ltd Ltd,1
Munoz Common Suite  Jessicashire VA,2
Welch-Gonzalez Ltd,1
Jennifer Walker,0
Barnes-Strong Group,1
Tony Roads Port Laura AK,2
Website STATEMENT OMB,3
April Isle New Taylor IL,2
Dorothy Common Apt.  North Anita TX,2
  e,3
Chelsea Rest Suite  New Raymond NY,2
e first name,3
Medicare tax withheld,3
wages tips ,3
f address ZIP,3
Julie Reyes,0
Sweeney and Sons PLC,1
"Leonard, Tran and Holmes Group",1
Rodriguez Ltd LLC,1
 Local income,3
Marie Dale West Carol PA,2
"Green, Powell and Taylor Ltd",1
Be Filed FEDERAL,3
Maddox Inc PLC,1
tax withheld Medicare,3
Johnson Group and Sons,1
Derek Path Suite  Morsebury NY,2
EIC payment Dependent,3
Carlson Group Group,1
Michael Curve Ryanmouth MA,2
Joseph Reynolds,0
"Jackson, King and Peters Ltd",1
Martin Arroyo,0
Burns and Sons LLC,1
Pugh Landing North Elizabethhaven NH,2
Brian Kramer,0
Samuel Burg Suite  Petersonburgh TN,2
Rice Plaza New Brendaside HI,2
security tax withheld,3
Last name ,3
Loretta Bryant,0
Christopher Norton,0
Weaver Plaza New Kristinafort OH,2
G  ,3
Nonqualified plans a,3
Jessica Woodard,0
file b Employer,3
Miller-Johnson Inc,1
Tammy Bridge Apt.  Chadfort ND,2
Jason Via Suite  Lake Colin OR,2
OMB income taxable,3
Form Statement se,3
Cut Keep lower,3
code  State,3
Joseph Spencer,0
Melanie Lopez,0
Peter West,0
Copy C For,3
Frey-Wong Inc,1
Scott Bowers,0
State  State,3
Nicholas Meyer,0
 Allocated tips,3
Angela Stanton,0
Stephanie Hernandez,0
Brandon Coves Adambury RI,2
Christina Rodgers,0
Stephen Garden Jeffersonshire WA,2
Elliott LLC PLC,1
"Gordon, Reed and Duran Inc",1
Travis Ortiz,0
Advance EIC payment,3
Catherine Jensen,0
"Romero, Walker and Collins LLC",1
Cameron Highway New Megan SC,2
Davidson Squares North Stevenland DE,2
Charles Forest South Jerry AZ,2
Nguyen-Johnson PLC,1
"Galvan, Mays and Valdez Inc",1
Federal income tax,3
Johnson LLC PLC,1
Belinda Mccarty,0
withheld c ZIP,3
Dana Branch Port Brandon OH,2
Adriana Ryan,0
Lisa Martinez,0
Montes Group LLC,1
Jose Booker,0
Camacho Track Markfurt DE,2
Angela Maxwell,0
David Rogers,0
Amanda Dawson,0
Timothy Inlet Suite  Cruzborough NH,2
Holt-Farmer LLC,1
George Bender,0
Kayla Dominguez,0
Andrea Lane Apt.  Lake Chadberg SD,2
John Hernandez,0
Francis Pittman,0
Christopher Crescent Apt.  Jillhaven SD,2
Justin Willis,0
James Drive East Kimberlyshire RI,2
Cameron Barnes,0
X  ,3
Knight Group Ltd,1
Joseph Miller,0
Randy Benitez,0
Rodriguez-Poole LLC,1
"Brown, Lopez and Hill Group",1
John Hernandez,0
Chad Phillips,0
Martinez-Murphy and Sons,1
Erica Gardner,0
Anthony Meadow Suite  Jameshaven CT,2
Jones-Jones LLC,1
Dr. Mary,0
Miles-Howard and Sons,1
Cunningham Ltd Inc,1
tax  Local,3
Franklin Group Group,1
Ann Chang,0
James Murray,0
Preston Clayton,0
wages tips Medicare,3
"Coleman, Taylor and Little Group",1
Jeremy Baker,0
Matthew Myers,0
"Lopez, Harrison and Russo Ltd",1
Thomas Fords Suite  Flynnborough HI,2
"Henry, Cunningham and Simpson Inc",1
Ronald Drive Marialand WI,2
Herring LLC Group,1
Burke-Williams Inc,1
Timothy Ranch North Daniel WY,2
Garner Cape Parkerhaven NC,2
"Zhang, Brock and Jenkins Group",1
tips Control number,3
Nelson Ltd LLC,1
Brown Vista Christyhaven NH,2
Irwin Stream Port Karen RI,2
Lee Rivera,0
Rollins Ferry Gabrielview MO,2
State income tax,3
code  ,3
Alexander Ellis,0
"Wong, Schmidt and Chandler Inc",1
Fisher-Nichols LLC,1
ZIP code ,3
Eric York,0
 State ,3
John Scott,0
Dawson Corners Williamland WV,2
Danny Jones,0
wages tips Medicare,3
This information furnished,3
Larry Williams,0
"Davis, Dominguez and Cruz and Sons",1
Megan Gallagher,0
Lastname  Nonqualified,3
Mills Street Apt.  Brandyfurt OK,2
Amanda Blake,0
Matthew Morgan,0
Karen Johnson,0
Carl Rojas,0
Other enclosed Notice,3
Harris-Trevino LLC,1
Dustin Black,0
STATEMENT OMB Use,3
Frederick Turnpike Apt.  North Michaelview LA,2
"Wagner, Watson and Young Group",1
Renee Taylor,0
Salinas Viaduct Lake Keith NM,2
Bruce-Irwin LLC,1
Craig Viaduct New Bonnie NE,2
Jessica Lawrence,0
tax  Localityname,3
Miller-Lucas LLC,1
Gabriel Brown,0
payment Dependent care,3
Debra Burg Apt.  Maryport WA,2
furnished Internal Revenue,3
Kristen Rojas,0
Goodwin Garden Jefffort TX,2
Anthony Petersen,0
Roberts-Wu and Sons,1
Timothy Morgan,0
Simmons Lodge Suite  Lake Jacob CO,2
Paul Expressway Suite  Timothystad AZ,2
 Localityname Wage,3
Randy Knolls Apt.  New William DE,2
STATEMENT OMB Use,3
Guerrero-Atkins and Sons,1
Patrick Hunter,0
Monica Miller,0
Daniel Yang,0
Sarah Underpass Chanport WV,2
 State state,3
Victor Franco,0
Michelle Long,0
Bowen Group Ltd,1
Taylor Light Apt.  Moralesland DE,2
Thomas Bautista,0
Hardy LLC LLC,1
Cordova Coves Apt.  Mariaton CT,2
Tamara Brown,0
Jennifer Tucker,0
  ,3
Sergio Wright,0
Hernandez-Lopez Ltd,1
Timothy Ville Port Briannafort DE,2
tax negligence penalty,3
Barron PLC LLC,1
Bonnie Brook Kathrynport RI,2
Powers-Wilkinson PLC,1
Hays-Benton Group,1
James Noble,0
Leslie Bypass Suite  Russellton IL,2
Bauer Club Crystalburgh VA,2
  Other,3
Notice c G,3
Harmon-Gomez LLC,1
Christina Inlet Apt.  Port Dustin CA,2
Notice c d,3
Hodges-Lopez and Sons,1
Amy Buckley,0
Barry-Holmes PLC,1
  D,3
Sarah Pines Jasmineshire CO,2
Russell Road South Danielside OK,2
"Walsh, Alvarez and Carroll LLC",1
"Jackson, Brown and Evans Ltd",1
Kristin Port Tarachester PA,2
Sharon Hayes,0
Emily Mount Apt.  North Sandra MI,2
Other enclosed Notice,3
Butler Vista Apt.  North Rachel DE,2
Townsend Greens Cassandramouth AK,2
Perry Loaf Apt.  North Courtney ME,2
Control number Advance,3
Luke Thomas,0
"Glover, Williams and Sparks PLC",1
Soto-Perez LLC,1
 State ,3
withheld  c,3
Eric Tunnel Lucasmouth TN,2
Beltran and Sons Inc,1
Dependent care benefit,3
Bowen Group Inc,1
tips  Allocated,3
 Dependent carebenefits,3
Ellen Way Martinbury MA,2
Sean Williamson,0
